invoice_number,invoice_date,total_amount,vendor_name,currency,num_missing_fields,has_critical_missing,num_pages,file_size_kb,vendor_freq,blur_score,ocr_confidence,contrast_score,tax,subtotal,tax_rate,total_amount_log,is_small_invoice,is_medium_invoice,is_large_invoice,is_very_large_invoice,day_of_week,day_of_month,month,is_weekend,is_month_end,blur_ocr_interaction,is_low_quality,quality_label,failure_label
INVOICE,2006-12-08,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,4,90.91155699704734,200,100,0.95,61.095525351095816,0.0,0.0,0.0,0.0,1,0,0,0,4,8,12,0,0,95.0,0,1,0
,1995-09-02,0.0,Address:4894 Melanie Pass Apt. 742,USD,1,1,4,113.38674642058675,200,90,0.8999999999999999,91.6621490835461,0.0,0.0,0.0,0.0,1,0,0,0,5,2,9,1,0,80.99999999999999,0,1,1
INVOICE,2016-12-15,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,9,197.26673476657626,200,100,0.95,76.80824942525793,0.0,0.0,0.0,0.0,1,0,0,0,3,15,12,0,0,95.0,0,1,0
,2007-01-24,0.0,Address:4894 Melanie Pass Apt. 742,USD,1,1,4,10.0,200,90,0.8999999999999999,95.64482614551738,0.0,0.0,0.0,0.0,1,0,0,0,2,24,1,0,0,80.99999999999999,0,1,0
INVOICE,2013-06-19,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,3,163.94271778877697,200,100,0.95,66.1637607083188,0.0,0.0,0.0,0.0,1,0,0,0,2,19,6,0,0,95.0,0,1,0
INVOICE,2015-01-11,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,8,132.90994344305673,200,100,0.95,60.25573712953065,0.0,0.0,0.0,0.0,1,0,0,0,6,11,1,1,0,95.0,0,1,0
,2022-04-27,0.0,Address:4894 Melanie Pass Apt. 742,USD,1,1,4,105.27418103624396,200,90,0.8999999999999999,72.46890157172265,0.0,0.0,0.0,0.0,1,0,0,0,2,27,4,0,0,80.99999999999999,0,1,0
INVOICE,2015-03-07,240.16,Address:4894 Melanie Pass Apt. 742,USD,0,0,8,141.72647064038145,200,100,0.95,65.90466727017636,24.016000000000002,216.144,0.11111111059705053,5.485460613621205,0,1,0,0,5,7,3,1,0,95.0,0,1,0
INVOICE,2021-11-08,550.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,8,162.08477502486028,200,100,0.95,61.684570441151266,55.0,495.0,0.11111111088664422,6.311734809152915,0,1,0,0,0,8,11,0,0,95.0,0,1,0
INVOICE,2016-04-09,1.52,Address:4894 Melanie Pass Apt. 742,USD,0,0,2,62.52219422013563,200,100,0.95,97.54923656974096,0.15200000000000002,1.368,0.11111102988959805,0.9242589015233319,1,0,0,0,5,9,4,1,0,95.0,0,1,0
INVOICE,2018-07-06,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,3,90.85723038903163,200,100,0.95,90.04520969072297,0.0,0.0,0.0,0.0,1,0,0,0,4,6,7,0,0,95.0,0,1,0
INVOICE,1998-03-27,68.09,Address:4894 Melanie Pass Apt. 742,USD,0,0,6,134.36702458375024,200,100,0.95,87.32236810541997,6.809000000000001,61.281000000000006,0.11111110929796987,4.2354100025007035,1,0,0,0,4,27,3,0,0,95.0,0,1,0
,1997-12-30,65.02,Address:4894 Melanie Pass Apt. 742,USD,1,1,4,226.54215973756482,200,90,0.8999999999999999,96.00970220633351,6.502,58.518,0.11111110921236014,4.189957726425047,1,0,0,0,1,30,12,0,1,80.99999999999999,0,1,0
INVOICE,2020-01-03,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,7,133.95457269046352,200,100,0.95,87.04772751779753,0.0,0.0,0.0,0.0,1,0,0,0,4,3,1,0,0,95.0,0,1,0
,2008-02-15,0.0,Address:4894 Melanie Pass Apt. 742,USD,1,1,5,90.79227093556288,200,90,0.8999999999999999,64.67594277255039,0.0,0.0,0.0,0.0,1,0,0,0,4,15,2,0,0,80.99999999999999,0,1,0
INVOICE,1993-07-12,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,5,88.07099780606647,200,100,0.95,93.68778212466019,0.0,0.0,0.0,0.0,1,0,0,0,0,12,7,0,0,95.0,0,1,0
,2018-01-17,0.0,Address:4894 Melanie Pass Apt. 742,USD,1,1,1,62.36118397995868,200,90,0.8999999999999999,98.92435139601392,0.0,0.0,0.0,0.0,1,0,0,0,2,17,1,0,0,80.99999999999999,0,1,0
INVOICE,2004-08-02,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,9,72.52497378681858,200,100,0.95,93.5646101120803,0.0,0.0,0.0,0.0,1,0,0,0,0,2,8,0,0,95.0,0,1,0
INVOICE,2006-12-01,125.07,Address:4894 Melanie Pass Apt. 742,USD,0,0,7,105.1360042144429,200,100,0.95,92.92599268228031,12.507,112.563,0.11111111012400958,4.836837308243178,0,1,0,0,4,1,12,0,0,95.0,0,1,0
INVOICE,2009-04-18,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,7,125.23107382539818,200,100,0.95,82.44824352277908,0.0,0.0,0.0,0.0,1,0,0,0,5,18,4,1,0,95.0,0,1,0
INVOICE,2017-06-22,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,3,131.18380001159898,200,100,0.95,65.25077024974006,0.0,0.0,0.0,0.0,1,0,0,0,3,22,6,0,0,95.0,0,1,0
,1993-07-07,0.0,Address:4894 Melanie Pass Apt. 742,USD,1,1,6,122.83483020926589,200,90,0.8999999999999999,63.81569027884486,0.0,0.0,0.0,0.0,1,0,0,0,2,7,7,0,0,80.99999999999999,0,1,0
,2015-03-06,0.0,Address:4894 Melanie Pass Apt. 742,USD,1,1,1,139.94908835936735,200,90,0.8999999999999999,79.00346294607381,0.0,0.0,0.0,0.0,1,0,0,0,4,6,3,0,0,80.99999999999999,0,1,0
INVOICE,2009-10-21,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,9,171.907700140599,200,100,0.95,94.170006046564,0.0,0.0,0.0,0.0,1,0,0,0,2,21,10,0,0,95.0,0,1,0
INVOICE,2003-09-02,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,1,164.68782334883102,200,100,0.95,97.43134094322613,0.0,0.0,0.0,0.0,1,0,0,0,1,2,9,0,0,95.0,0,1,0
INVOICE,2018-09-23,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,4,146.23660449641258,200,100,0.95,92.10773884365202,0.0,0.0,0.0,0.0,1,0,0,0,6,23,9,1,0,95.0,0,1,0
INVOICE,2005-07-16,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,2,10.0,200,100,0.95,95.21370087161257,0.0,0.0,0.0,0.0,1,0,0,0,5,16,7,1,0,95.0,0,1,0
INVOICE,1997-09-08,80.08,Address:4894 Melanie Pass Apt. 742,USD,0,0,9,54.95252439504358,200,100,0.95,62.93512628256814,8.008000000000001,72.072,0.11111110956944294,4.395436321583799,1,0,0,0,0,8,9,0,0,95.0,0,1,0
,2023-01-05,0.0,Address:4894 Melanie Pass Apt. 742,USD,1,1,1,147.39857735396157,200,90,0.8999999999999999,92.97499729623928,0.0,0.0,0.0,0.0,1,0,0,0,3,5,1,0,0,80.99999999999999,0,1,0
INVOICE,1996-03-27,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,9,44.99029991643728,200,100,0.95,87.39130665763275,0.0,0.0,0.0,0.0,1,0,0,0,2,27,3,0,0,95.0,0,1,0
INVOICE,2023-01-06,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,2,95.21966071669222,200,100,0.95,67.49986267307965,0.0,0.0,0.0,0.0,1,0,0,0,4,6,1,0,0,95.0,0,1,0
INVOICE,2002-10-03,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,7,47.31766260573757,200,100,0.95,95.96390560312496,0.0,0.0,0.0,0.0,1,0,0,0,3,3,10,0,0,95.0,0,1,0
INVOICE,2003-08-22,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,8,55.97376417970379,200,100,0.95,74.36103842762658,0.0,0.0,0.0,0.0,1,0,0,0,4,22,8,0,0,95.0,0,1,0
INVOICE,2017-03-14,104.64,Address:4894 Melanie Pass Apt. 742,USD,0,0,7,85.45660617385342,200,100,0.95,88.96730474873907,10.464,94.176,0.11111110993128706,4.660037087428932,0,1,0,0,1,14,3,0,0,95.0,0,1,0
INVOICE,2011-02-27,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,6,82.30534803410623,200,100,0.95,69.52891575288871,0.0,0.0,0.0,0.0,1,0,0,0,6,27,2,1,0,95.0,0,1,0
,2011-07-29,0.0,Address:4894 Melanie Pass Apt. 742,USD,1,1,6,202.8044789309128,200,90,0.8999999999999999,99.53021192587349,0.0,0.0,0.0,0.0,1,0,0,0,4,29,7,0,1,80.99999999999999,0,1,0
INVOICE,2020-02-04,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,7,63.74788602994405,200,100,0.95,89.70761844517804,0.0,0.0,0.0,0.0,1,0,0,0,1,4,2,0,0,95.0,0,1,0
INVOICE,2020-12-23,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,5,123.38343386420613,200,100,0.95,83.837262243789,0.0,0.0,0.0,0.0,1,0,0,0,2,23,12,0,0,95.0,0,1,0
INVOICE,2004-12-12,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,2,50.39062732241454,200,100,0.95,71.3646925345907,0.0,0.0,0.0,0.0,1,0,0,0,6,12,12,1,0,95.0,0,1,0
INVOICE,2008-06-05,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,9,80.72165772917451,200,100,0.95,92.25420876536091,0.0,0.0,0.0,0.0,1,0,0,0,3,5,6,0,0,95.0,0,1,0
526259,1997-03-29,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,2,113.21295571289912,200,100,0.95,92.22538816963818,0.0,0.0,0.0,0.0,1,0,0,0,5,29,3,1,1,95.0,0,1,0
,2008-04-27,0.0,Address:4894 Melanie Pass Apt. 742,USD,1,1,6,149.57634293305884,200,90,0.8999999999999999,93.15628893208525,0.0,0.0,0.0,0.0,1,0,0,0,6,27,4,1,0,80.99999999999999,0,1,1
,2017-01-23,0.0,Address:4894 Melanie Pass Apt. 742,USD,1,1,4,110.37673500564321,200,90,0.8999999999999999,90.55479729443086,0.0,0.0,0.0,0.0,1,0,0,0,0,23,1,0,0,80.99999999999999,0,1,0
INVOICE,1997-02-23,86.4,Address:4894 Melanie Pass Apt. 742,USD,0,0,6,105.18086091012337,200,100,0.95,79.15610256274306,8.64,77.76,0.1111111096822131,4.470495282661489,1,0,0,0,6,23,2,1,0,95.0,0,1,0
INVOICE,2010-09-11,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,6,98.34448818208942,200,100,0.95,92.47705286775873,0.0,0.0,0.0,0.0,1,0,0,0,5,11,9,1,0,95.0,0,1,0
INV47922119,2007-03-19,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,6,127.28634793695805,200,100,0.95,75.05578334961884,0.0,0.0,0.0,0.0,1,0,0,0,0,19,3,0,0,95.0,0,1,0
,2017-11-17,0.0,Address:4894 Melanie Pass Apt. 742,USD,1,1,4,139.00922915583783,200,90,0.8999999999999999,71.38117429621917,0.0,0.0,0.0,0.0,1,0,0,0,4,17,11,0,0,80.99999999999999,0,1,0
,2011-08-21,0.0,Address:4894 Melanie Pass Apt. 742,USD,1,1,6,42.83968416874241,200,90,0.8999999999999999,93.27202096823308,0.0,0.0,0.0,0.0,1,0,0,0,6,21,8,1,0,80.99999999999999,0,1,1
INVOICE,2008-06-09,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,5,89.1455129898353,200,100,0.95,90.16393995369793,0.0,0.0,0.0,0.0,1,0,0,0,0,9,6,0,0,95.0,0,1,0
INV89302147,1993-11-14,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,7,107.16193996516347,200,100,0.95,78.28943054632958,0.0,0.0,0.0,0.0,1,0,0,0,6,14,11,1,0,95.0,0,1,0
,2019-02-11,0.0,Address:4894 Melanie Pass Apt. 742,USD,1,1,4,22.807635034945847,200,90,0.8999999999999999,82.66487170254214,0.0,0.0,0.0,0.0,1,0,0,0,0,11,2,0,0,80.99999999999999,0,1,0
INVOICE,2009-11-11,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,1,110.77768568455362,200,100,0.95,61.75500491578304,0.0,0.0,0.0,0.0,1,0,0,0,2,11,11,0,0,95.0,0,1,0
INV38857,2005-10-13,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,8,154.4286081642079,200,100,0.95,68.6809421822724,0.0,0.0,0.0,0.0,1,0,0,0,3,13,10,0,0,95.0,0,1,0
,1995-06-02,0.0,Address:4894 Melanie Pass Apt. 742,USD,1,1,2,76.66299808966936,200,90,0.8999999999999999,69.46629143223075,0.0,0.0,0.0,0.0,1,0,0,0,4,2,6,0,0,80.99999999999999,0,1,0
INVOICE,2005-06-13,261.12,Address:4894 Melanie Pass Apt. 742,USD,0,0,8,96.16076577984049,200,100,0.95,63.70954705865548,26.112000000000002,235.008,0.11111111063831397,5.568802414171296,0,1,0,0,0,13,6,0,0,95.0,0,1,0
,2009-04-09,0.0,Address:4894 Melanie Pass Apt. 742,USD,1,1,7,106.96383588841601,200,90,0.8999999999999999,78.19403216777269,0.0,0.0,0.0,0.0,1,0,0,0,3,9,4,0,0,80.99999999999999,0,1,0
,2012-10-26,0.0,Address:4894 Melanie Pass Apt. 742,USD,1,1,8,179.06617197125274,200,90,0.8999999999999999,88.41793944015872,0.0,0.0,0.0,0.0,1,0,0,0,4,26,10,0,0,80.99999999999999,0,1,0
,2018-07-23,0.0,Address:4894 Melanie Pass Apt. 742,USD,1,1,1,95.53932318820394,200,90,0.8999999999999999,82.01284574557762,0.0,0.0,0.0,0.0,1,0,0,0,0,23,7,0,0,80.99999999999999,0,1,0
INVOICE,2004-06-14,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,6,76.95070002890554,200,100,0.95,90.1627481168554,0.0,0.0,0.0,0.0,1,0,0,0,0,14,6,0,0,95.0,0,1,0
INVOICE,2018-12-23,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,9,66.59091830633322,200,100,0.95,74.33687500740079,0.0,0.0,0.0,0.0,1,0,0,0,6,23,12,1,0,95.0,0,1,0
INVOICE,2021-04-23,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,6,151.9254928351374,200,100,0.95,78.65322224571145,0.0,0.0,0.0,0.0,1,0,0,0,4,23,4,0,0,95.0,0,1,0
INVOICE,2011-07-11,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,4,44.8330298467014,200,100,0.95,74.81123415568364,0.0,0.0,0.0,0.0,1,0,0,0,0,11,7,0,0,95.0,0,1,0
,2018-08-26,0.0,Address:4894 Melanie Pass Apt. 742,USD,1,1,5,79.11750224175744,200,90,0.8999999999999999,73.01045131883184,0.0,0.0,0.0,0.0,1,0,0,0,6,26,8,1,0,80.99999999999999,0,1,1
,2012-09-30,300.72,Address:4894 Melanie Pass Apt. 742,USD,1,1,2,163.21668381826007,200,90,0.8999999999999999,92.06834921738808,30.072000000000003,270.648,0.11111111070057376,5.70949943498543,0,1,0,0,6,30,9,1,1,80.99999999999999,0,1,1
INVOICE,2019-07-27,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,9,86.19421502061975,200,100,0.95,87.72514909084957,0.0,0.0,0.0,0.0,1,0,0,0,5,27,7,1,0,95.0,0,1,0
INVOICE,2009-07-05,0.44,Address:4894 Melanie Pass Apt. 742,USD,0,0,9,120.06663477597444,200,100,0.95,76.78939734867888,0.044000000000000004,0.396,0.11111083052820575,0.3646431135879093,1,0,0,0,6,5,7,1,0,95.0,0,1,0
INV45863453,2012-01-29,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,5,15.280116467601175,200,100,0.95,86.36435883998118,0.0,0.0,0.0,0.0,1,0,0,0,6,29,1,1,1,95.0,0,1,0
INVOICE,1999-11-06,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,7,138.41590104920522,200,100,0.95,66.74043710219298,0.0,0.0,0.0,0.0,1,0,0,0,5,6,11,1,0,95.0,0,1,0
INVOICE,2011-07-28,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,4,122.22012197807524,200,100,0.95,62.94309520330868,0.0,0.0,0.0,0.0,1,0,0,0,3,28,7,0,1,95.0,0,1,0
INVOICE,2008-04-14,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,3,66.99890707328167,200,100,0.95,80.2045140489272,0.0,0.0,0.0,0.0,1,0,0,0,0,14,4,0,0,95.0,0,1,0
INVOICE,2009-01-14,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,2,90.36004307712915,200,100,0.95,82.12774805777046,0.0,0.0,0.0,0.0,1,0,0,0,2,14,1,0,0,95.0,0,1,0
INV49020904,2019-04-17,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,8,88.35616082666988,200,100,0.95,62.8738869016678,0.0,0.0,0.0,0.0,1,0,0,0,2,17,4,0,0,95.0,0,1,0
INVOICE,2002-07-30,198.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,1,140.00516118000428,200,100,0.95,92.63735629815207,19.8,178.20000000000002,0.11111111048759197,5.293304824724492,0,1,0,0,1,30,7,0,1,95.0,0,1,0
INVOICE,1994-12-25,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,4,164.80408363465244,200,100,0.95,65.938789197617,0.0,0.0,0.0,0.0,1,0,0,0,6,25,12,1,0,95.0,0,1,0
INVOICE,1996-12-30,298.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,7,67.14835913324643,200,100,0.95,94.19962784165133,29.8,268.2,0.1111111106968266,5.700443573390687,0,1,0,0,0,30,12,0,1,95.0,0,1,0
INVOICE,2008-04-05,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,7,49.459867273480754,200,100,0.95,82.35240493498577,0.0,0.0,0.0,0.0,1,0,0,0,5,5,4,1,0,95.0,0,1,0
INVOICE,2011-07-04,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,5,141.85371575457407,200,100,0.95,97.75850039211971,0.0,0.0,0.0,0.0,1,0,0,0,0,4,7,0,0,95.0,0,1,0
INVOICE,2019-04-13,288.72,Address:4894 Melanie Pass Apt. 742,USD,0,0,2,76.57006539454412,200,100,0.95,84.95326667306617,28.872000000000003,259.848,0.1111111106835107,5.668914939327125,0,1,0,0,5,13,4,1,0,95.0,0,1,0
INVOICE,2021-09-30,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,7,84.68630119617681,200,100,0.95,78.00367022781032,0.0,0.0,0.0,0.0,1,0,0,0,3,30,9,0,1,95.0,0,1,0
INVOICE,2011-01-21,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,6,101.05266714302105,200,100,0.95,70.00785621271933,0.0,0.0,0.0,0.0,1,0,0,0,4,21,1,0,0,95.0,0,1,0
INVO2436927,2003-10-26,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,4,100.84893804930387,200,100,0.95,76.38789416428595,0.0,0.0,0.0,0.0,1,0,0,0,6,26,10,1,0,95.0,0,1,0
INVOICE,2008-09-26,5740.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,3,643.4845259875478,200,100,0.95,92.01083681163796,574.0,5166.0,0.11111111108960295,8.655388690167637,0,0,0,1,4,26,9,0,0,95.0,0,1,0
INVOICE,2020-10-06,69.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,2,155.04696674593387,200,100,0.95,81.04850294956438,6.9,62.1,0.11111110932188231,4.248495242049359,1,0,0,0,1,6,10,0,0,95.0,0,1,0
INVOICE,2019-07-25,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,9,115.71483922424005,200,100,0.95,73.97361229651597,0.0,0.0,0.0,0.0,1,0,0,0,3,25,7,0,0,95.0,0,1,0
INVOICE,1994-11-29,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,1,30.037726379391387,200,100,0.95,69.19592158936504,0.0,0.0,0.0,0.0,1,0,0,0,1,29,11,0,1,95.0,0,1,0
,1993-05-30,0.0,Address:4894 Melanie Pass Apt. 742,USD,1,1,9,106.16971294398658,200,90,0.8999999999999999,72.7093087786306,0.0,0.0,0.0,0.0,1,0,0,0,6,30,5,1,1,80.99999999999999,0,1,1
INVOICE,2015-06-18,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,1,38.696030046250996,200,100,0.95,88.21536417383392,0.0,0.0,0.0,0.0,1,0,0,0,3,18,6,0,0,95.0,0,1,0
,2005-01-23,974.27,Address:4894 Melanie Pass Apt. 742,USD,1,1,6,162.5333273718774,200,90,0.8999999999999999,60.013788158360654,97.427,876.843,0.1111111109843939,6.882714355738652,0,1,0,0,6,23,1,1,0,80.99999999999999,0,1,1
,2011-02-04,0.0,Address:4894 Melanie Pass Apt. 742,USD,1,1,8,10.0,200,90,0.8999999999999999,62.979591567987406,0.0,0.0,0.0,0.0,1,0,0,0,4,4,2,0,0,80.99999999999999,0,1,0
,2007-09-25,95.11,Address:4894 Melanie Pass Apt. 742,USD,1,1,5,107.53886888851436,200,90,0.8999999999999999,83.6242536300976,9.511000000000001,85.599,0.11111110981306897,4.565493368835193,1,0,0,0,1,25,9,0,0,80.99999999999999,0,1,0
INVOICE,2006-06-03,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,6,108.5426218255577,200,100,0.95,71.58041810127627,0.0,0.0,0.0,0.0,1,0,0,0,5,3,6,1,0,95.0,0,1,0
,1997-07-31,0.0,Address:4894 Melanie Pass Apt. 742,USD,1,1,3,82.17653352360831,200,90,0.8999999999999999,73.49178857251187,0.0,0.0,0.0,0.0,1,0,0,0,3,31,7,0,1,80.99999999999999,0,1,0
INVOICE,2005-09-05,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,6,84.6105583143793,200,100,0.95,91.02795991184955,0.0,0.0,0.0,0.0,1,0,0,0,0,5,9,0,0,95.0,0,1,0
INV78926428,2011-10-17,100.88,Address:4894 Melanie Pass Apt. 742,USD,0,0,5,38.02465802054008,200,100,0.95,72.37734840410229,10.088000000000001,90.792,0.11111110988731267,4.623795650111256,0,1,0,0,0,17,10,0,0,95.0,0,1,0
INVOICE,2016-05-17,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,1,194.60226591604567,200,100,0.95,73.64463399927726,0.0,0.0,0.0,0.0,1,0,0,0,1,17,5,0,0,95.0,0,1,0
INVOICE,1996-01-07,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,2,10.0,200,100,0.95,61.60513673398544,0.0,0.0,0.0,0.0,1,0,0,0,6,7,1,1,0,95.0,0,1,0
INVOICE,2000-05-16,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,2,106.82566813498768,200,100,0.95,82.85623302365136,0.0,0.0,0.0,0.0,1,0,0,0,1,16,5,0,0,95.0,0,1,0
INVI77,2010-06-15,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,3,35.20677051425454,200,100,0.95,92.58665185671487,0.0,0.0,0.0,0.0,1,0,0,0,1,15,6,0,0,95.0,0,1,0
INVOICE,2014-07-30,0.0,Address:4894 Melanie Pass Apt. 742,USD,0,0,8,154.47836238540623,200,100,0.95,91.19285410292207,0.0,0.0,0.0,0.0,1,0,0,0,2,30,7,0,1,95.0,0,1,0
